Source,Commune,ï»¿SubmissionDate,start,end,today,deviceid,info_note,consentement,consentement_note,region,province,district,commune,commune_checked,sd_a_01-projected_deliveries_1,sd_a_01-assisted_deliveries_1,sd_a_02-target_vaccination_BCG_1,sd_a_02-vaccination_coverage_BCG_1,sd_a_03-target_vaccination_VPO3_1,sd_a_03-vaccination_coverage_VPO3_1,sd_a_04-target_vaccination_DTCHepHib3_1,sd_a_04-vaccination_coverage_DTCHepHib3_1,sd_a_05-target_vaccination_VAR_1,sd_a_05-vaccination_coverage_VAR_1,sd_a_06-target_vaccination_VAA_1,sd_a_06-vaccination_coverage_VAA_1,commune2,sd_b_01-projected_deliveries_2,sd_b_01-assisted_deliveries_2,sd_b_02-target_vaccination_BCG_2,sd_b_02-vaccination_coverage_BCG_2,sd_b_03-target_vaccination_VPO3_2,sd_b_03-vaccination_coverage_VPO_2,sd_b_04-target_vaccination_DTCHepHib3_2,sd_b_04-vaccination_coverage_DTCHepHib3_2,sd_b_05-target_vaccination_VAR_2,sd_b_05-vaccination_coverage_VAR_2,sd_b_06-target_vaccination_VAA_2,sd_b_06-vaccination_coverage_VAA_2,commune3,sd_c_01-projected_deliveries_3,sd_c_01-assisted_deliveries_3,sd_c_02-target_vaccination_BCG_3,sd_c_02-vaccination_coverage_BCG_3,sd_c_03-target_vaccination_VPO3_3,sd_c_03-vaccination_coverage_VPO_3,sd_c_04-target_vaccination_DTCHepHib3_3,sd_c_04-vaccination_coverage_DTCHepHib3_3,sd_c_05-target_vaccination_VAR_3,sd_c_05-vaccination_coverage_VAR_3,sd_c_06-target_vaccination_VAA_3,sd_c_06-vaccination_coverage_VAA_3,commune4,sd_d_01-projected_deliveries_4,sd_d_01-assisted_deliveries_4,sd_d_02-target_vaccination_BCG_4,sd_d_02-vaccination_coverage_BCG_4,sd_d_03-target_vaccination_VPO3_4,sd_d_03-vaccination_coverage_VPO_4,sd_d_04-target_vaccination_DTCHepHib3_4,sd_d_04-vaccination_coverage_DTCHepHib3_4,sd_d_05-target_vaccination_VAR_4,sd_d_05-vaccination_coverage_VAR_4,sd_d_06-target_vaccination_VAA_4,sd_d_06-vaccination_coverage_VAA_4,commune5,sd_e_01-projected_deliveries_5,sd_e_01-assisted_deliveries_5,sd_e_02-target_vaccination_BCG_5,sd_e_02-vaccination_coverage_BCG_5,sd_e_03-target_vaccination_VPO3_5,sd_e_03-vaccination_coverage_VPO_5,sd_e_04-target_vaccination_DTCHepHib3_5,sd_e_04-vaccination_coverage_DTCHepHib3_5,sd_e_05-target_vaccination_VAR_5,sd_e_05-vaccination_coverage_VAR_5,sd_e_06-target_vaccination_VAA_5,sd_e_06-vaccination_coverage_VAA_5,commune6,sd_f_01-projected_deliveries_6,sd_f_01-assisted_deliveries_6,sd_f_02-target_vaccination_BCG_6,sd_f_02-vaccination_coverage_BCG_6,sd_f_03-target_vaccination_VPO3_6,sd_f_03-vaccination_coverage_VPO_6,sd_f_04-target_vaccination_DTCHepHib3_6,sd_f_04-vaccination_coverage_DTCHepHib3_6,sd_f_05-target_vaccination_VAR_6,sd_f_05-vaccination_coverage_VAR_6,sd_f_06-target_vaccination_VAA_6,sd_f_06-vaccination_coverage_VAA_6,commune7,sd_g_01-projected_deliveries_7,sd_g_01-assisted_deliveries_7,sd_g_02-target_vaccination_BCG_7,sd_g_02-vaccination_coverage_BCG_7,sd_g_03-target_vaccination_VPO3_7,sd_g_03-vaccination_coverage_VPO_7,sd_g_04-target_vaccination_DTCHepHib3_7,sd_g_04-vaccination_coverage_DTCHepHib3_7,sd_g_05-target_vaccination_VAR_7,sd_g_05-vaccination_coverage_VAR_7,sd_g_06-target_vaccination_VAA_7,sd_g_06-vaccination_coverage_VAA_7,commune8,sd_h_01-projected_deliveries_8,sd_h_01-assisted_deliveries_8,sd_h_02-target_vaccination_BCG_8,sd_h_02-vaccination_coverage_BCG_8,sd_h_03-target_vaccination_VPO3_8,sd_h_03-vaccination_coverage_VPO_8,sd_h_04-target_vaccination_DTCHepHib3_8,sd_h_04-vaccination_coverage_DTCHepHib3_8,sd_h_05-target_vaccination_VAR_8,sd_h_05-vaccination_coverage_VAR_8,sd_h_06-target_vaccination_VAA_8,sd_h_06-vaccination_coverage_VAA_8,commune9,sd_i_01-projected_deliveries_9,sd_i_01-assisted_deliveries_9,sd_i_02-target_vaccination_BCG_9,sd_i_02-vaccination_coverage_BCG_9,sd_i_03-target_vaccination_VPO3_9,sd_i_03-vaccination_coverage_VPO_9,sd_i_04-target_vaccination_DTCHepHib3_9,sd_i_04-vaccination_coverage_DTCHepHib3_9,sd_i_05-target_vaccination_VAR_9,sd_i_05-vaccination_coverage_VAR_9,sd_i_06-target_vaccination_VAA_9,sd_i_06-vaccination_coverage_VAA_9,information-information_q,information-note_inf,meta-instanceID,KEY
Modifie,2,4/8/2014 19:44,4/8/2014 9:17,4/8/2014 19:32,8-Apr-14,7cd9196743cc266,,1,,SAH,OUD,GOR,MARKOYE,MARKOYE,2133,849,2022,2648,1973,2356,1973,2356,1973,2228,1973,2228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529
Modifie,4,4/8/2014 19:44,4/8/2014 9:17,4/8/2014 19:32,8-Apr-14,7cd9196743cc266,,1,,SAH,OUD,GOR,OURSI,OURSI,930,278,881,1144,860,906,860,906,860,1018,860,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529
Modifie,5,4/8/2014 19:44,4/8/2014 9:17,4/8/2014 19:32,8-Apr-14,7cd9196743cc266,,1,,SAH,OUD,GOR,TIN-AKOFF,TIN-AKOFF,1110,312,1117,1182,1026,911,1026,911,1026,975,1026,975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529,uuid:fb8f4f24-58b9-42ef-8ab1-52e84afde529
Modifie,1,4/15/2014 8:57,4/11/2014 11:26,4/11/2014 11:39,11-Apr-14,60:a4:4c:9d:fb:cd,,1,,SAH,SEN,DOR,BANI,BANI,3399,2754,3220,3678,3140,3133,3140,3172,3140,3215,3140,3250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724
Modifie,2,4/15/2014 8:57,4/11/2014 11:26,4/11/2014 11:39,11-Apr-14,60:a4:4c:9d:fb:cd,,1,,SAH,SEN,DOR,DORI,DORI,6457,4340,6122,6946,5969,5111,5969,5380,5969,5767,5969,5759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724
Modifie,3,4/15/2014 8:57,4/11/2014 11:26,4/11/2014 11:39,11-Apr-14,60:a4:4c:9d:fb:cd,,1,,SAH,SEN,DOR,FALAGOUNTOU,FALAGOUNTOU,968,1129,917,1481,894,1309,894,1310,894,1262,894,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724
Modifie,4,4/15/2014 8:57,4/11/2014 11:26,4/11/2014 11:39,11-Apr-14,60:a4:4c:9d:fb:cd,,1,,SAH,SEN,DOR,GORGADJI,GORGADJI,1608,1054,1524,1545,1486,1401,1486,1401,1486,1399,1486,1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724
Modifie,5,4/15/2014 8:57,4/11/2014 11:26,4/11/2014 11:39,11-Apr-14,60:a4:4c:9d:fb:cd,,1,,SAH,SEN,DOR,SAMPELGA,SAMPELGA,805,808,763,876,744,754,744,747,744,800,744,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724
Modifie,6,4/15/2014 8:57,4/11/2014 11:26,4/11/2014 11:39,11-Apr-14,60:a4:4c:9d:fb:cd,,1,,SAH,SEN,DOR,SEYTENGA,SEYTENGA,1733,1210,1642,1949,1601,1251,1601,1495,1601,1682,1601,1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724,uuid:4f97e26b-e67a-41d1-a347-4b8ce2295724
Modifie,1,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,ARIBINDA,ARIBINDA,5211,3085,4867,4885,4814,3789,4814,4236,4814,4239,4814,4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,2,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,BARABOULE,BARABOULE,1711,1490,1621,2000,1596,1609,1596,1734,1596,1612,1596,1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,3,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,DIGUEL,DIGUEL,516,197,488,343,480,344,480,350,480,267,480,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,4,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,DJIBO,DJIBO,3438,1832,3258,3355,3208,2440,3208,2688,3208,2628,3208,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,5,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,KELBO,KELBO,1383,1087,1310,1529,1291,1237,1291,1359,1291,1337,1291,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,6,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,KOUTOUGOU,KOUTOUGOU,1068,327,1012,913,997,498,997,603,997,589,997,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,7,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,NASSOUMBOU,NASSOUMBOU,1154,487,1095,1131,1077,751,1077,789,1077,905,1077,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,8,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,POBE-MENGAO,POBE-MENGAO,1377,1173,1305,1390,1285,1068,1285,1153,1285,1088,1285,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,9,4/16/2014 20:39,4/8/2014 17:55,4/8/2014 18:13,8-Apr-14,d8:50:e6:7f:97:e0,,1,,SAH,SOU,DIJ,TONGOMAYEL,TONGOMAYEL,4029,2463,3775,3856,3728,3210,3728,3482,3728,3717,3728,3717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:10bd77c0-f284-48e1-9888-90f504e6d241,uuid:10bd77c0-f284-48e1-9888-90f504e6d241
Modifie,1,4/13/2014 15:59,4/13/2014 8:47,4/13/2014 9:14,13-Apr-14,60:a4:4c:9e:0c:33,,1,,SAH,YAG,SEB,BOUNDORE,BOUNDORE,1427,1279,1352,1451,1319,1370,1319,1370,1319,1389,1319,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd
Modifie,2,4/13/2014 15:59,4/13/2014 8:47,4/13/2014 9:14,13-Apr-14,60:a4:4c:9e:0c:33,,1,,SAH,YAG,SEB,MANSILA,MANSILA,2444,2409,2316,2614,2260,2296,2260,2296,2260,2094,2260,2094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd
Modifie,3,4/13/2014 15:59,4/13/2014 8:47,4/13/2014 9:14,13-Apr-14,60:a4:4c:9e:0c:33,,1,,SAH,YAG,SEB,SEBBA,SEBBA,1846,2234,1750,2385,1708,1888,1708,1888,1708,1767,1708,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd
Modifie,4,4/13/2014 15:59,4/13/2014 8:47,4/13/2014 9:14,13-Apr-14,60:a4:4c:9e:0c:33,,1,,SAH,YAG,SEB,SOLHAN,SOLHAN,1410,1565,1336,1648,1304,1571,1304,1571,1304,1465,1304,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd
Modifie,5,4/13/2014 15:59,4/13/2014 8:47,4/13/2014 9:14,13-Apr-14,60:a4:4c:9e:0c:33,,1,,SAH,YAG,SEB,TANKOUGOUNADIE,TANKOUGOUNADIE,707,746,746,1003,728,748,728,748,728,681,728,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd
Modifie,6,4/13/2014 15:59,4/13/2014 8:47,4/13/2014 9:14,13-Apr-14,60:a4:4c:9e:0c:33,,1,,SAH,YAG,SEB,TITABE,TITABE,1262,1325,1196,1463,1167,1410,1167,1410,1167,1257,1167,1257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd,uuid:fd76d39c-fbe8-46a4-b7c7-d96e4343a2dd
